"student_id";"rev"
3456377;1900.0001
3456435;199.0
3462630;290.0
3497864;290.0
3500669;990.0
3503981;1339.0
3512746;590.0
3516039;1900.0
3520288;840.0
3522029;290.0
3526281;290.0
3530122;1900.0
3554807;1900.0
3554985;290.0
3586374;840.0
3610547;290.0
3622791;290.0
3730883;1900.0001
3750640;290.0
3760828;1140.0
3785524;290.0
3806942;290.0
3821501;1900.0
3822219;398.0
3822616;199.0
3843896;290.0
3845821;1900.0001
3851300;580.0
3885006;1900.0
3890326;199.0
3910596;597.0
3913123;990.0
3954825;1140.0
3956676;690.0
3967955;1900.0
3968980;1900.0
3978767;1140.0
3993249;290.0
3995801;1900.0
4001573;990.0
4002619;2890.0
4034293;199.0
4037951;1140.0
4038035;199.0
4051351;1900.0
4061096;840.0
4109568;290.0
4121112;290.0
4158535;290.0
4161439;840.0
4163705;580.0
4192343;290.0
4202732;290.0
4202940;580.0
4208448;1140.0
4216932;1039.0
4218092;1900.0
4221497;199.0
4247427;1900.0
4253048;290.0
4272388;1900.0001
4274891;990.0
4279164;990.0
4283302;290.0
4288152;580.0
4294972;290.0
4312265;199.0
4324749;199.0
4337103;580.0
4337111;489.0
4337319;199.0
4347916;690.0
4348697;290.0
4352425;1900.0
4360812;290.0
4383821;990.0
4400580;199.0
4432637;290.0
4459704;2890.0
4465732;1900.0
4472446;1900.0
4506719;1900.0001
4523975;1900.0
4534262;290.0
4534676;199.0
4552800;990.0
4555061;1900.0001
4578763;290.0
4589133;199.0
4599898;290.0
4603576;840.0
4622609;290.0
4628370;199.0
4653645;590.0
4660047;990.0
4662288;990.0
4673307;1900.0
4704151;290.0
4704513;290.0
4744425;990.0
4778580;1900.0001
4789014;1900.0
4798944;199.0
4822057;199.0
4827910;398.0
4868317;990.0
4873135;1900.0001
4875778;1900.0
4907380;590.0
4918479;840.0
4923312;1900.0
4928898;690.0
4934549;840.0
4935152;290.0
4944649;2910.0
4954171;290.0
4978291;1140.0
5004439;1900.0
5008392;690.0
5031164;1900.0
5048036;290.0
5070351;290.0
5072828;290.0
5081288;290.0
5095970;590.0
5104290;1140.0
5113852;290.0
5144149;290.0
5157537;199.0
5177600;199.0
5180675;870.0
5182220;580.0
5190582;398.0
5211975;290.0
5215932;840.0
5246235;290.0
5250795;199.0
5252412;1900.0
5274374;199.0
5286804;290.0
5291900;199.0
5295654;1900.0
5303305;1900.0
5316551;3660.0
5331842;290.0
5334403;840.0
5378875;590.0
5380274;290.0
5389051;1160.0
5394575;990.0
5480804;1980.0
5481541;1900.0001
5484905;199.0
5486319;199.0
5523486;199.0
5529834;290.0
5538992;290.0
5545563;1160.0
5546326;840.0
5553945;690.0
5556966;290.0
5557468;290.0
5562806;398.0
5567520;489.0
5577840;590.0
5580316;2099.0
5599663;1900.0
5609523;1900.0
5645737;1900.0
5651566;1900.0
5662322;1900.0
5681918;1900.0
5740903;1900.0
