id;grp
203436;B
203457;B
203459;B
203467;A
203486;B
203488;B
203491;A
203492;B
203529;B
203593;B
203631;B
203640;B
203645;B
203657;A
203669;B
203702;A
203757;B
203812;A
203881;B
203904;B
203938;B
203940;A
204014;A
204079;B
204084;B
204089;B
204247;B
204252;B
204287;B
204319;A
204327;B
204333;B
204337;B
204349;B
204371;B
204532;A
204556;B
204566;B
204571;B
204576;B
204585;A
204598;B
204632;B
204652;B
204801;B
204992;B
205000;B
205055;B
205089;B
205104;B
205182;B
205382;B
205441;B
205490;B
205507;B
205508;B
205531;B
205616;B
205637;B
205666;B
205689;B
205694;B
205705;B
205709;B
205711;B
205717;B
205723;B
205730;B
205771;B
205818;B
205825;B
205830;B
205836;B
205861;B
205863;B
205927;B
205940;B
205951;A
206007;B
206012;B
206020;B
206023;B
206037;B
206046;B
206139;B
206178;B
206193;B
206224;B
206231;B
206241;B
206242;A
206251;B
206254;B
206257;B
206556;B
206597;B
206650;A
206666;B
206718;A
206721;B
206732;B
206785;B
206800;A
206820;A
206838;B
206844;B
206862;B
206871;B
206888;B
206891;A
206896;B
206921;B
206924;B
206935;B
206939;B
207034;A
207039;B
207051;B
207102;B
207143;B
207144;B
207173;B
207178;B
207217;B
207256;B
207304;B
207373;B
207409;B
207490;B
207550;B
207758;B
207814;B
207835;B
207852;B
207864;A
207873;A
207896;B
207903;B
207923;B
207955;B
207965;B
207976;B
208000;A
208096;B
208116;A
208122;A
208131;B
208144;B
208180;B
208201;B
208205;A
208218;B
208298;A
208299;B
208304;B
208305;B
208368;B
208371;B
208381;B
208427;B
208438;A
208443;B
208457;A
208500;B
208501;B
208507;B
208530;B
208534;B
208535;B
208541;B
208544;B
208594;B
208646;B
208647;B
208669;B
208803;B
208815;B
208885;A
208887;A
208891;B
208894;B
208895;B
208909;B
208915;B
208923;B
208931;B
208932;B
208967;B
209015;A
209064;A
209207;B
209259;B
209278;B
209302;A
209351;B
209354;A
209380;B
209394;B
209403;B
209417;B
209432;B
209434;A
209445;B
209460;A
209465;B
209528;B
209530;B
209535;B
209545;B
209551;B
209564;B
209570;B
209583;B
209584;A
209606;A
209620;B
209639;B
209718;B
209771;B
209803;B
209933;B
210143;B
210424;A
210432;A
210481;A
210521;B
210549;B
210739;B
210757;B
210772;B
211052;B
211186;A
211383;B
211552;B
211554;B
211640;B
211688;A
211748;B
211756;B
211759;B
211785;B
211787;B
211789;B
211808;B
211909;B
211919;B
211936;B
211968;B
211974;B
211975;B
211993;B
211999;B
212006;B
212025;B
212038;B
212044;B
212096;B
212212;B
212219;B
212220;B
212228;B
212262;B
212274;B
212278;B
212311;B
212331;B
212464;B
212527;B
212565;B
212826;A
212915;B
212917;B
212919;B
212930;B
212947;B
212955;B
212983;B
212984;A
212994;A
213001;B
213011;B
213019;B
213038;A
213055;B
213060;B
213063;B
213067;B
213069;B
213076;B
213077;A
213080;B
213090;B
213139;B
213142;B
213146;B
213211;A
213218;B
213446;B
213451;A
213483;B
213485;B
213493;B
213495;B
213518;A
213520;B
213530;B
213559;B
213567;B
213573;B
213580;B
213582;B
213583;B
213597;B
213612;B
213637;B
213638;B
213710;B
213711;A
213735;A
213742;A
213770;A
213812;B
213859;B
213876;B
213885;B
213888;B
213941;A
213962;B
214047;B
214103;A
214114;A
214202;B
214219;B
214226;A
214232;B
214249;B
214269;B
214272;B
214273;B
214276;B
214321;A
214362;B
214576;A
214593;B
214611;B
214675;B
214780;B
214806;B
214824;B
214956;A
214972;B
215040;B
215049;B
215053;B
215064;B
215065;B
215069;A
215137;A
215158;B
215161;B
215162;A
215217;A
215259;A
215369;A
215379;B
215395;B
215426;B
215444;B
215464;B
215475;B
215571;B
215584;B
215617;B
215647;B
215665;B
215702;A
215703;B
215748;B
215752;A
215754;A
215784;B
215787;A
215794;A
215813;A
215907;B
215954;B
215987;B
216166;B
216320;B
216460;B
216478;B
216481;A
216483;B
216492;A
216543;B
216546;A
216551;B
216555;B
216577;A
216587;B
216712;B
216824;B
216930;B
216933;B
216938;B
216940;B
216946;B
216953;B
216971;B
217000;B
217004;B
217005;B
217014;B
217015;B
217039;B
217064;B
217078;B
217082;B
217084;B
217101;B
217112;B
217125;B
217148;A
217175;B
217177;B
217183;A
217185;B
217186;A
217197;A
217224;B
217230;B
217240;B
217371;B
217471;B
217534;A
217541;B
217572;B
217597;B
217608;B
217613;B
217652;B
217729;B
217733;B
217739;B
217742;B
217745;B
217764;B
217786;B
217793;B
217806;B
217928;B
217980;A
217990;B
218022;B
218060;A
218110;B
218199;B
218203;B
218220;A
218221;B
218250;B
218258;B
218261;A
218264;B
218276;B
218284;B
218295;B
218332;B
218393;A
218398;B
218418;B
218475;B
218538;B
218605;B
218608;B
218628;A
218630;B
218656;B
218671;B
218738;B
218798;B
218930;A
218956;A
218968;B
218998;A
219028;A
219049;B
219095;B
219120;B
219183;B
219201;B
219220;A
219221;A
219281;B
219283;B
219295;B
219301;B
219305;B
219308;B
219683;B
219690;A
219723;B
219899;B
220172;A
220517;B
220640;B
220645;B
220655;B
220816;B
220842;B
220929;B
221054;B
221079;B
221088;A
221100;B
221103;B
221107;B
221108;B
221113;B
221114;B
221126;A
221130;A
221141;B
221160;B
221197;B
221200;B
221297;B
221347;B
221369;A
221376;A
221383;B
221398;B
221408;B
221414;B
221443;B
221455;B
221458;B
221499;B
221548;B
221566;A
221618;B
221626;B
221629;A
221634;A
221640;B
221676;B
221871;B
221876;B
221884;B
221894;B
222007;B
222012;B
222026;A
222033;B
222042;B
222047;B
222051;B
222066;B
222128;B
222148;A
222407;B
222438;B
222473;B
222475;A
222478;B
222502;B
222507;A
222510;A
222513;B
222667;B
222711;B
222729;B
222734;A
222761;B
222776;A
222810;B
222818;B
222846;B
222857;B
222861;B
222873;B
222877;B
222889;B
222902;B
222914;A
222940;A
222942;A
223094;B
223131;B
223162;B
223256;B
223367;B
223503;B
223505;A
223516;B
223517;A
223554;B
223559;A
223748;B
223797;A
223807;B
223865;B
223878;B
223941;B
224011;B
224034;A
224054;B
224143;B
224323;B
224413;A
224423;B
224441;A
224503;B
224526;B
224537;B
224734;B
224794;B
224840;B
224846;A
224860;B
225210;B
225264;B
225282;B
225305;B
225384;A
225395;B
225423;B
225458;B
225521;A
225524;B
225541;A
225553;A
225575;B
225581;B
225785;B
225820;B
225867;B
225870;B
225887;B
225892;B
225919;B
225951;B
226010;B
226039;B
226045;B
226076;B
226091;A
226118;B
226176;A
226181;B
226298;B
226301;B
226316;B
226420;B
226525;B
226538;A
226604;B
226613;B
226622;B
226737;B
226744;B
226745;B
226756;B
226762;B
226767;B
226780;B
226909;B
226952;B
227001;B
227004;A
227008;A
227146;B
227257;B
227451;B
227461;B
227496;B
227576;B
227609;B
227636;A
227647;A
227669;A
227672;B
227674;B
227837;B
227880;B
227890;B
227899;B
227908;B
227959;B
227971;A
228106;B
228156;B
228227;B
228288;B
228291;B
228327;B
228484;B
228652;B
228697;B
228752;B
228754;B
228758;B
228763;B
228782;A
228823;B
228827;B
228828;B
228834;A
228842;B
228844;B
228863;B
228887;A
229074;A
229177;B
229253;B
229289;B
229337;B
229341;A
229384;A
229507;B
229509;B
229529;B
229530;B
229569;A
229572;B
229575;B
229620;B
229625;B
229747;B
229900;B
229902;B
229960;B
229965;B
229971;B
229980;B
230066;B
230085;B
230096;B
230155;B
230158;B
230245;B
230261;B
230362;A
230373;B
230374;B
230397;B
230399;B
230401;B
230403;B
230406;B
230407;B
230492;B
230500;B
230504;B
230646;A
230651;B
230655;A
230675;B
230680;B
230683;B
230686;B
230765;B
230817;B
230852;A
230860;B
230943;B
230989;B
230994;A
230996;A
230999;B
231014;B
231035;B
231190;B
231259;A
231275;B
231278;B
231279;B
231452;B
231455;A
231456;A
231457;B
231467;B
231653;A
231662;B
231666;B
231668;B
231672;A
231684;B
231693;B
231789;B
231791;B
231823;B
231941;B
232020;B
232023;B
232055;B
232237;B
232244;B
232255;B
232264;B
232265;B
232290;B
232330;B
232354;B
232416;B
232433;B
232465;B
232513;B
232553;B
232557;B
232614;A
232639;B
232641;B
232660;B
232663;B
232668;A
232671;B
232674;B
232776;B
232815;B
232905;B
232914;B
232974;A
233003;B
233009;B
233041;B
233076;B
233131;B
233154;A
233276;B
233290;A
233302;B
233324;B
233327;B
233332;B
233347;A
233348;B
233360;B
233437;A
233447;B
233454;B
233458;B
233466;B
233511;B
233515;A
233518;B
233523;B
233634;B
233675;B
233683;B
233720;B
233847;B
233874;B
233880;B
233904;B
233913;B
233943;B
233951;B
233954;B
233959;B
233969;B
234000;B
234013;B
234028;B
234031;B
234063;B
234064;A
234071;B
234086;A
234105;B
234204;B
234249;B
234271;B
234353;B
234585;B
234587;B
234588;B
234596;B
234605;B
234616;B
234655;B
234668;B
234672;A
234674;A
234708;A
234762;B
234784;B
234801;B
234899;B
234901;B
234906;B
234958;B
234962;B
234965;B
235006;B
235009;B
235011;B
235014;A
235034;B
235041;B
235177;B
235182;B
235210;B
235303;B
235344;A
235358;B
235401;B
235486;B
235534;B
235545;B
235563;B
235565;B
235725;B
235736;B
235782;B
235852;B
235870;B
235902;A
235912;A
235915;B
235926;B
235936;B
235952;B
235953;B
235966;B
235968;B
235969;B
235973;B
236002;A
236020;B
236025;B
236095;B
236102;B
236112;B
236242;B
236366;B
236475;B
236476;A
236493;B
236506;A
236629;B
236703;B
236724;B
236736;B
236738;B
236748;B
236772;B
236780;B
236830;B
236834;B
236837;A
237143;B
237151;B
237185;B
237197;B
237221;B
237223;B
237434;B
237436;B
237759;B
237784;A
237785;B
237792;A
237805;B
237829;A
237836;B
237842;A
237846;B
237849;B
237862;B
237891;B
237898;B
237935;A
237978;A
238002;B
238032;B
238067;B
238136;B
238138;B
238142;A
238148;B
238280;B
238295;B
238307;A
238309;B
238317;B
238325;B
238413;B
238444;B
238556;B
238559;B
238560;B
238575;B
238664;B
238674;B
238680;B
238711;A
238720;B
238726;B
238728;B
238732;B
238733;B
238741;B
238745;B
238747;B
238755;A
238786;B
238859;B
238863;A
238890;B
238918;B
238984;B
238991;B
239076;B
239101;B
239118;B
239120;B
239124;A
239126;A
239136;B
239138;A
239139;B
239144;B
239146;B
239176;B
239345;B
239389;B
239396;B
239408;B
239468;B
239470;B
239532;B
239533;B
239556;B
239557;A
