client,success,platform,time
77009,False,phone,1585444192
94658,True,computer,1585419099
91000,False,phone,1585411105
15788,False,phone,1585455962
91373,True,phone,1585440676
78605,True,tablet,1585430330
55147,True,computer,1585442094
24051,True,phone,1585437224
99926,True,phone,1585453399
47683,True,phone,1585464804
22854,True,computer,1585442007
79836,True,phone,1585475601
83581,True,phone,1585420714
1626,True,computer,1585412098
61473,True,phone,1585443260
49732,True,computer,1585429010
11950,True,phone,1585437646
32904,True,phone,1585468354
72122,True,phone,1585404272
56520,True,computer,1585400988
32606,False,computer,1585460655
97999,True,phone,1585404837
29692,True,phone,1585472716
96419,True,phone,1585422567
84672,True,computer,1585428302
77318,False,phone,1585435647
80257,True,phone,1585465507
96052,True,phone,1585474344
17199,False,phone,1585442308
93218,True,tablet,1585419433
27831,True,phone,1585458140
96177,True,computer,1585460103
60149,False,phone,1585418234
72462,False,phone,1585422810
52028,False,phone,1585465060
99049,False,phone,1585468153
39290,False,phone,1585408655
53645,False,computer,1585411625
28973,True,computer,1585472162
44359,False,computer,1585419703
19694,True,computer,1585456855
24770,True,phone,1585440959
77683,True,tablet,1585409970
82563,True,phone,1585468304
24494,False,phone,1585422942
97999,True,phone,1585415461
82563,True,computer,1585419651
26627,True,phone,1585463149
11731,True,phone,1585445660
80213,False,computer,1585456237
98717,True,computer,1585404428
18321,True,phone,1585460123
39940,True,phone,1585455965
6337,True,phone,1585450740
54607,True,phone,1585442868
64064,True,computer,1585410928
42882,False,computer,1585403233
90090,True,phone,1585450169
52870,True,computer,1585417161
82480,True,computer,1585448680
56752,True,phone,1585449967
48495,True,phone,1585465679
51723,True,phone,1585451303
67286,False,phone,1585434592
1975,True,phone,1585457117
59924,False,phone,1585415028
73225,True,phone,1585465210
73990,True,phone,1585479061
53166,True,phone,1585403249
61305,True,computer,1585413156
84581,True,phone,1585448666
78643,False,computer,1585414791
63685,True,tablet,1585478786
5140,False,phone,1585431967
94865,False,computer,1585405196
69667,True,computer,1585429644
61468,True,phone,1585409248
71545,True,phone,1585452006
62323,True,phone,1585465292
54336,True,computer,1585419229
31515,False,phone,1585436001
47142,True,computer,1585445835
99903,True,phone,1585400022
16661,True,computer,1585477551
44271,True,phone,1585430447
18054,False,phone,1585452118
52870,True,computer,1585415205
89655,True,computer,1585416353
87248,True,computer,1585412614
17938,True,phone,1585429089
36165,True,phone,1585405701
92908,False,phone,1585433354
62667,True,tablet,1585426692
77064,True,phone,1585465813
21374,True,phone,1585412133
64297,True,computer,1585452488
97938,True,phone,1585465393
8661,True,phone,1585438536
64064,True,phone,1585433987
98964,True,phone,1585452601
79983,True,phone,1585442271
624,True,phone,1585426225
66590,True,phone,1585439587
72217,True,computer,1585417212
96142,False,phone,1585419024
50963,False,phone,1585418538
43797,False,phone,1585447808
37583,True,phone,1585417672
97810,True,computer,1585450957
55438,False,tablet,1585421405
73176,True,phone,1585469730
82563,True,computer,1585436137
24016,True,computer,1585437816
35306,True,computer,1585401784
67848,False,phone,1585409971
39136,True,computer,1585429184
23579,False,computer,1585452419
33977,True,computer,1585403028
3883,False,computer,1585471967
99464,True,phone,1585468901
82381,True,phone,1585449489
76869,True,computer,1585415172
81773,False,phone,1585464169
59923,False,phone,1585461993
61175,True,tablet,1585419051
24489,False,phone,1585443781
97385,False,phone,1585421187
97109,True,phone,1585472903
45351,False,phone,1585420883
55888,True,phone,1585422412
19130,True,computer,1585409054
65246,True,phone,1585469711
92722,True,computer,1585478372
47638,False,phone,1585455718
13885,True,tablet,1585440283
23233,True,computer,1585424979
1179,True,phone,1585440845
78349,True,phone,1585433171
8910,True,phone,1585436177
94297,False,computer,1585451054
66317,False,computer,1585436727
46829,True,phone,1585452563
32897,False,computer,1585415972
36969,True,computer,1585477035
65525,False,computer,1585433648
24501,True,phone,1585439872
29185,True,phone,1585405890
23797,True,computer,1585439316
95799,True,computer,1585441366
15774,False,computer,1585462901
19569,True,phone,1585410801
60296,True,computer,1585439082
41097,True,phone,1585435792
29733,True,computer,1585426871
61468,True,computer,1585416826
90806,True,tablet,1585479587
18554,True,computer,1585460650
7389,True,computer,1585422041
20669,True,phone,1585426688
84714,False,phone,1585479480
46065,True,computer,1585402047
77590,True,tablet,1585403511
21972,True,computer,1585455614
20763,True,computer,1585423936
48820,True,phone,1585476224
93663,True,computer,1585401557
93394,True,computer,1585449273
17388,False,phone,1585409884
32172,False,phone,1585425639
97489,True,phone,1585475441
10598,True,computer,1585416564
87548,False,phone,1585459518
56151,True,computer,1585417066
25160,False,phone,1585421321
32388,True,phone,1585428919
19362,False,computer,1585460481
96314,True,phone,1585405295
57327,True,phone,1585416647
11636,False,computer,1585416917
67955,True,phone,1585456628
74390,True,phone,1585451704
18537,True,phone,1585444266
83252,False,phone,1585416377
52870,True,computer,1585405375
52870,True,phone,1585475260
85420,True,phone,1585439226
61468,True,phone,1585414972
33477,True,phone,1585467295
65812,True,tablet,1585419280
83094,True,phone,1585439860
61468,True,phone,1585478036
26393,True,phone,1585414610
44011,True,phone,1585405283
81066,True,computer,1585404336
2437,True,phone,1585476667
27329,True,computer,1585477115
9723,False,phone,1585473505
39337,False,phone,1585465360
47606,True,computer,1585414748
46714,True,phone,1585472355
64898,True,phone,1585446741
26744,True,phone,1585478459
68348,True,computer,1585456739
97021,False,phone,1585471381
35202,True,phone,1585468467
70579,True,computer,1585425846
30379,True,phone,1585455940
99444,False,phone,1585477588
4897,True,phone,1585450578
72573,True,phone,1585402791
76849,True,computer,1585450303
3588,False,phone,1585454922
132,True,phone,1585415036
89079,True,phone,1585449515
89869,True,phone,1585421122
24471,True,phone,1585403943
88537,False,computer,1585470611
85752,True,phone,1585456685
5708,True,phone,1585472399
38149,True,phone,1585428379
39844,False,phone,1585427984
78349,True,phone,1585463604
22676,True,phone,1585475633
84171,True,phone,1585460963
53116,True,phone,1585414938
86603,True,phone,1585430808
70781,True,phone,1585402067
46198,True,phone,1585436216
1678,False,phone,1585437779
52372,True,computer,1585456538
51936,True,phone,1585479457
24712,True,phone,1585418839
45451,False,computer,1585435390
78349,True,computer,1585411607
27372,False,phone,1585446018
72381,True,phone,1585459870
67799,True,phone,1585419821
64965,False,phone,1585475223
42395,False,tablet,1585426451
492,True,phone,1585462244
67510,True,tablet,1585435215
86329,False,phone,1585438908
61468,True,phone,1585450618
12629,True,tablet,1585448231
1955,True,computer,1585465516
37200,False,phone,1585406096
1437,False,phone,1585452469
53876,True,computer,1585471490
60962,True,phone,1585478273
56323,True,tablet,1585437390
12438,True,phone,1585471897
52877,True,phone,1585430656
67926,False,phone,1585457505
45866,False,phone,1585460576
21554,True,phone,1585415489
68089,False,phone,1585478247
32879,False,phone,1585408932
13927,True,phone,1585477681
1187,True,phone,1585442268
39086,False,tablet,1585409233
3652,False,computer,1585411377
78349,True,phone,1585454510
80619,True,phone,1585476106
78611,True,computer,1585472498
84679,False,computer,1585432711
95852,True,phone,1585435577
33784,True,phone,1585473025
52153,True,computer,1585479903
70398,True,phone,1585400932
87589,True,phone,1585465403
56907,True,phone,1585473151
94410,True,phone,1585429559
21257,True,computer,1585438059
36342,True,computer,1585466430
17912,True,computer,1585474779
7305,True,computer,1585476661
99383,True,phone,1585411350
48874,True,computer,1585417278
98855,True,phone,1585414479
82828,True,phone,1585415561
71441,True,phone,1585468191
86052,True,computer,1585438467
80149,True,computer,1585438514
68375,True,phone,1585414548
23530,False,phone,1585475724
11382,False,phone,1585414070
24835,True,computer,1585452007
46772,True,phone,1585400049
73512,True,phone,1585443797
66245,True,phone,1585439773
86223,False,phone,1585400232
64638,True,phone,1585410091
98442,False,computer,1585470706
3600,True,phone,1585447900
30724,True,phone,1585410255
4474,True,phone,1585459184
99440,True,computer,1585413594
15085,False,phone,1585428525
28377,True,computer,1585420852
16810,True,phone,1585420262
93412,True,computer,1585422230
2527,True,phone,1585466086
89578,True,phone,1585413855
6625,False,phone,1585412111
3816,True,phone,1585432293
69100,False,phone,1585445440
25489,True,computer,1585463031
93647,True,computer,1585426438
65071,True,phone,1585472839
26345,True,computer,1585475274
63159,True,phone,1585448438
38859,False,phone,1585429311
5814,True,phone,1585477429
50623,True,computer,1585408021
64064,True,computer,1585410840
79646,True,computer,1585458377
33289,True,phone,1585475488
67963,False,computer,1585425987
77746,True,phone,1585403800
64578,True,computer,1585476002
51921,False,phone,1585451391
61468,True,computer,1585428874
14316,True,computer,1585418378
696,True,phone,1585438972
96421,True,computer,1585461347
56764,False,phone,1585413683
20708,True,computer,1585404032
46784,True,phone,1585426789
85318,True,phone,1585476509
40480,True,tablet,1585432108
55052,False,phone,1585418269
92950,True,phone,1585461137
74867,False,computer,1585452086
25801,True,phone,1585445747
33548,True,computer,1585405369
35437,True,computer,1585422804
46607,True,phone,1585466208
64064,True,phone,1585454109
88996,True,tablet,1585468041
98798,True,phone,1585450254
44970,True,tablet,1585443343
68822,True,computer,1585426289
47159,False,phone,1585470735
2207,True,computer,1585448507
85262,False,tablet,1585403743
30555,False,computer,1585459473
26534,True,computer,1585424807
72107,True,tablet,1585401749
19276,True,phone,1585406115
82563,True,computer,1585454452
22036,True,computer,1585448777
96495,True,computer,1585479857
91834,True,phone,1585433776
64626,False,phone,1585460133
43670,True,phone,1585417059
99754,True,phone,1585416102
63070,False,phone,1585404606
11989,True,computer,1585403698
86731,True,phone,1585452675
93095,True,phone,1585457887
91795,True,computer,1585445242
20770,True,phone,1585479529
65748,True,phone,1585413567
31272,True,phone,1585428762
94858,False,computer,1585425887
65872,True,phone,1585457979
25669,True,phone,1585402291
5228,False,phone,1585444202
10328,True,phone,1585475319
82563,True,phone,1585455770
77957,False,phone,1585455465
82563,True,phone,1585459505
55385,True,phone,1585474998
25467,True,phone,1585431941
9762,True,phone,1585438014
69330,True,phone,1585402855
92218,False,phone,1585435245
12722,True,phone,1585402595
30833,False,computer,1585422827
61468,True,phone,1585465815
25705,False,computer,1585410102
52490,True,computer,1585439472
46341,True,phone,1585455670
88130,True,phone,1585451339
86771,True,phone,1585477286
43919,True,computer,1585474954
43182,True,computer,1585431814
4987,False,computer,1585469518
78793,True,phone,1585475338
61473,True,phone,1585406170
61468,True,phone,1585405105
7157,False,phone,1585452516
38240,True,computer,1585448130
71449,True,phone,1585413189
36165,True,phone,1585465706
3178,False,phone,1585465287
48909,True,phone,1585472931
52324,True,phone,1585403250
15771,True,phone,1585428201
62734,True,computer,1585424525
63292,False,computer,1585435605
73736,False,phone,1585477634
19642,False,phone,1585421754
44105,True,phone,1585418195
42481,True,phone,1585463515
61972,True,phone,1585456935
55457,True,phone,1585409453
36165,True,phone,1585443119
5758,True,computer,1585479643
60511,True,phone,1585475649
61893,True,phone,1585419891
34850,True,phone,1585474110
8779,True,computer,1585414387
85781,True,phone,1585447083
24172,True,computer,1585467100
21272,True,phone,1585408958
78648,True,phone,1585408731
28675,False,phone,1585401058
42383,True,phone,1585476746
75728,True,phone,1585412922
18030,True,computer,1585431327
13952,False,phone,1585465670
69976,True,phone,1585438268
92584,True,computer,1585418838
83516,True,computer,1585477382
12179,True,computer,1585457851
95489,True,computer,1585462754
37103,True,computer,1585455786
34191,True,computer,1585466832
61473,True,phone,1585438888
96585,True,phone,1585472788
61744,True,computer,1585435932
78879,True,phone,1585472247
31170,True,phone,1585445779
77504,True,phone,1585420629
11635,True,phone,1585459044
88739,True,phone,1585456866
71847,True,computer,1585476637
30343,True,phone,1585479286
56802,True,phone,1585430064
92607,True,phone,1585419462
13743,True,phone,1585423712
37016,True,phone,1585462654
37237,True,computer,1585405136
49700,False,phone,1585454757
44887,False,computer,1585467559
82563,True,phone,1585466437
69767,True,tablet,1585472758
25304,False,phone,1585455580
59367,True,computer,1585410955
80347,True,phone,1585464242
42342,True,computer,1585467119
87112,True,computer,1585479275
46900,True,phone,1585404044
35274,True,phone,1585432464
82789,True,computer,1585431167
19657,True,phone,1585444347
14712,True,computer,1585428170
71316,True,phone,1585441338
30789,True,computer,1585401211
22956,True,phone,1585440591
15207,True,phone,1585440325
40664,True,phone,1585406042
87492,False,computer,1585476367
76880,True,computer,1585433014
57955,False,computer,1585430125
24071,True,phone,1585442051
87375,True,phone,1585475703
53328,False,tablet,1585475663
68825,False,computer,1585437283
43149,True,phone,1585414324
90073,True,computer,1585421941
58167,True,phone,1585468598
37054,True,phone,1585425256
40128,True,computer,1585454681
73703,False,computer,1585422810
40172,True,computer,1585443580
1269,True,computer,1585466984
99116,True,computer,1585431239
17267,True,computer,1585456018
47311,True,phone,1585453082
22489,True,phone,1585417712
27100,True,phone,1585426772
18942,True,computer,1585468864
21240,True,phone,1585468725
20287,True,phone,1585469581
33562,True,phone,1585407498
18511,True,phone,1585401926
53619,True,computer,1585445870
17717,True,computer,1585423497
78499,False,phone,1585425483
75003,False,phone,1585461274
9936,True,computer,1585402794
61473,True,phone,1585469470
86496,True,computer,1585456812
19079,True,phone,1585432392
38907,False,phone,1585462365
6875,True,phone,1585421789
5313,False,computer,1585428541
78349,True,phone,1585434632
3932,True,phone,1585476624
43399,False,phone,1585423536
96986,True,phone,1585434647
32997,False,computer,1585417461
90460,True,phone,1585423383
95320,True,phone,1585417821
96334,True,computer,1585475846
17123,True,phone,1585464244
47372,True,phone,1585430483
96336,True,phone,1585471841
11517,False,phone,1585468202
31526,True,computer,1585417528
77368,True,phone,1585435016
33250,True,phone,1585446439
56469,True,tablet,1585462245
28007,True,phone,1585464018
1569,True,phone,1585448422
33805,False,phone,1585406836
52474,True,tablet,1585418911
73029,True,computer,1585407179
37284,False,computer,1585432733
61297,True,computer,1585412227
61468,True,phone,1585448387
813,False,phone,1585435636
38724,True,phone,1585473499
52085,True,computer,1585464942
12179,True,phone,1585479739
94576,False,computer,1585431999
81205,True,computer,1585434253
59666,True,phone,1585476194
96342,True,phone,1585431634
92584,True,phone,1585423662
26873,True,phone,1585452392
40501,True,phone,1585406561
30612,True,phone,1585473983
27502,True,phone,1585439041
19486,False,phone,1585446764
30710,True,computer,1585438691
16204,True,phone,1585414188
71031,True,computer,1585471689
61473,True,computer,1585457668
63717,True,phone,1585439341
12267,True,computer,1585464224
