client,premium,age
7089,False,69
19079,False,26
95658,False,36
46444,True,55
75822,False,20
20640,False,46
94494,False,59
34352,True,53
31248,False,20
4179,False,36
90407,False,59
13927,False,68
57494,False,68
33816,True,22
45197,False,30
27830,False,31
78256,True,21
17239,False,27
9295,True,39
76045,False,42
58782,False,32
23275,False,45
9314,False,37
3885,False,69
58419,False,31
10469,False,68
43516,True,64
16341,False,20
53015,False,68
40838,True,20
65376,False,55
38652,False,52
4458,False,44
24052,False,62
32879,True,64
14205,False,69
24272,False,28
3402,False,46
53792,False,39
7105,False,52
22817,False,46
132,False,56
10043,False,27
78127,False,66
26618,False,64
67510,False,26
44243,True,42
340,True,49
16864,False,26
83134,False,60
99952,False,61
5142,False,69
55634,False,24
74430,False,42
75007,False,38
4318,True,45
89924,False,22
30299,True,64
24835,False,21
14813,True,41
62971,False,23
44271,True,60
21554,True,60
23570,True,35
10188,False,42
81156,False,30
40921,False,45
46513,True,35
57939,False,37
39986,False,66
99973,False,31
81018,False,47
38550,False,65
19768,False,32
71572,False,25
2616,False,30
74286,False,68
9375,False,46
73470,False,51
20763,False,62
22854,False,66
32082,False,53
17508,False,58
85557,False,55
42688,False,23
16357,False,36
36072,False,41
51542,False,54
29109,False,36
88864,False,32
24759,False,50
72908,True,66
58572,False,53
48766,True,33
52129,False,34
97021,False,36
79085,False,27
3610,True,29
51331,True,67
31985,False,60
33980,False,54
73060,False,58
39561,False,20
68375,False,34
63798,False,52
59001,False,44
20008,False,45
9133,False,33
22011,False,21
94858,False,54
72219,False,24
99567,False,56
73522,False,44
27076,False,37
23364,False,63
44637,False,38
86532,False,52
30405,False,25
84000,False,60
55401,False,50
42638,False,48
21153,False,55
76732,False,22
18715,False,53
13905,False,49
13723,False,45
11305,True,52
77164,False,67
42122,False,43
34968,False,51
46780,True,64
10603,False,41
11033,False,47
94285,False,60
23811,False,41
88016,False,51
813,False,66
76267,False,46
44741,False,49
1269,False,49
99637,False,44
69925,False,65
5795,False,35
14727,False,54
96705,False,48
97613,False,65
35672,False,21
46716,False,39
62323,False,35
24483,False,32
54561,False,53
79320,False,33
32517,False,62
82703,False,26
98854,False,41
16614,False,24
82242,False,35
79806,False,41
81337,False,66
8901,False,57
99383,False,45
43939,True,52
40727,False,43
66413,False,67
12327,False,60
70398,False,68
95653,False,21
68688,False,47
12438,True,53
68651,False,32
54186,False,59
65157,True,25
99464,False,66
44458,False,66
15084,False,54
42963,False,68
6999,False,23
58082,True,67
1187,False,37
20983,False,42
62368,False,48
83581,True,56
45765,False,31
28142,True,30
29362,True,32
53583,False,34
40128,True,28
82088,True,61
76584,False,40
63793,False,47
34642,False,34
61297,False,28
31422,False,29
36844,False,58
13117,False,60
35037,False,24
7656,False,42
79964,True,22
13743,True,34
49122,False,32
52849,False,35
35604,True,65
58085,False,38
19351,False,35
48645,False,31
32801,True,60
69031,False,31
39447,False,35
28719,False,52
30805,True,61
30569,False,66
5480,False,52
56402,False,41
45902,False,25
11031,False,66
72107,False,62
71443,False,30
96142,False,25
97053,False,21
99114,False,41
84616,False,60
67588,False,68
29978,False,30
60845,False,33
25669,False,32
16422,True,26
50133,False,44
78843,False,50
40480,False,31
49598,True,44
23872,False,56
89578,False,44
89760,False,33
1641,False,55
27022,False,68
52559,False,34
75003,True,20
14965,False,50
83496,False,45
46366,False,48
37284,False,43
99631,False,50
12358,True,25
20278,True,65
55471,False,63
49479,False,27
4563,False,46
49341,False,21
44856,False,44
44080,False,46
55197,False,29
18129,False,40
41780,False,59
22368,False,23
30710,False,60
40903,False,30
36837,False,27
4605,False,66
84854,False,67
82361,True,38
8648,False,42
63415,True,54
45451,False,61
85711,False,50
74460,False,65
44276,False,31
94260,False,31
86650,False,35
17737,False,44
22225,False,42
69413,False,65
24725,False,33
38218,False,21
51159,False,55
78545,False,65
58394,False,66
35472,False,43
17182,False,43
40416,False,48
77390,False,47
6348,False,61
90529,False,59
72479,False,67
33530,False,28
36874,False,61
91748,False,61
76457,False,35
77418,True,20
54720,False,25
2285,False,50
67372,False,61
46102,False,32
44359,False,50
19657,False,39
55612,False,32
98336,False,46
76317,False,69
84129,False,49
37200,True,64
79847,True,54
95799,True,59
4721,False,68
67595,False,34
7208,False,28
97975,False,27
91255,False,49
15067,False,24
71269,False,21
52931,False,54
33289,False,42
90402,False,51
71487,False,67
28675,False,32
68822,False,48
27696,False,66
50016,False,33
58478,False,39
93023,False,61
67799,True,37
84847,False,45
16248,False,52
9169,False,48
17525,False,29
25656,False,48
55714,False,38
66526,True,67
50361,False,54
19714,False,55
56470,False,51
25231,False,22
24520,False,47
76213,False,28
38960,False,52
39022,False,66
85571,False,67
43399,False,37
65541,True,61
56131,True,27
10199,False,50
14939,False,27
50139,False,54
24394,False,27
74808,False,55
52343,False,62
38336,False,38
59293,False,34
77792,False,44
35306,False,50
3456,False,63
50560,False,41
42531,False,31
28215,False,44
77277,False,36
55694,False,21
11889,True,57
34798,False,22
61492,False,38
83205,True,61
81250,False,28
2819,False,37
14003,True,27
81328,False,24
24435,False,42
71110,True,21
77368,False,36
64578,False,37
85781,False,48
3824,False,62
49754,False,44
83094,False,33
4894,False,43
8579,False,33
30298,False,23
39265,False,45
77870,False,33
62926,False,63
62833,False,36
31679,True,45
19024,False,67
95609,True,69
17385,False,23
11972,True,60
10366,False,20
56435,False,22
40488,False,51
70559,False,26
50287,False,56
16238,False,25
82789,False,48
15957,False,21
43871,False,45
96751,False,42
33501,True,43
17989,False,44
46065,False,43
92287,False,38
76880,False,55
51600,True,48
43471,False,62
66245,False,69
50065,False,66
25893,False,36
7325,False,34
70610,False,41
76032,True,64
40868,False,20
59212,False,68
59605,False,48
54836,True,27
27715,False,41
82720,True,38
58688,False,65
7305,False,61
73160,False,45
35574,True,50
22029,False,41
76465,False,48
21240,False,27
96162,False,68
42865,False,66
54829,False,51
29160,False,39
63202,False,21
18953,False,38
40006,False,29
18511,False,58
80797,True,45
32075,False,26
29524,False,22
71449,False,56
90304,False,45
48042,False,36
95506,True,35
18746,False,20
24327,True,29
31420,False,37
94457,False,58
24965,False,62
18012,False,47
32388,False,46
96863,False,20
69655,False,59
97020,False,42
6371,False,33
56487,False,28
55729,False,50
70698,False,25
36929,False,34
27502,False,36
42459,False,45
91000,False,53
65810,False,27
17355,False,43
68634,False,55
35107,False,43
25164,False,64
15132,True,68
23156,False,36
92736,False,67
76862,False,58
85262,False,26
23579,True,65
57287,False,41
94183,False,45
13204,True,59
22469,False,58
56348,False,63
59924,False,49
43351,False,31
79376,False,66
9452,False,24
18942,False,43
24937,False,62
63070,False,67
51567,False,44
4951,True,35
9762,False,30
11727,False,21
93663,False,57
52704,True,48
54781,False,63
42550,False,31
13118,False,24
28502,False,66
21257,False,58
60206,False,54
93686,False,44
26391,False,67
21374,False,47
54331,False,38
77835,False,44
77683,True,24
28922,False,39
65469,False,48
49732,True,27
40599,False,25
19162,False,48
59949,False,29
2480,False,26
99538,False,30
60477,False,51
53025,False,59
20366,False,20
16402,False,33
96097,False,37
8836,False,58
83270,False,36
91129,False,52
33437,False,53
18554,False,52
45391,False,65
56321,False,56
99116,False,55
53783,False,67
12738,False,23
45689,False,61
8228,False,44
18698,False,29
56411,False,28
64321,False,51
69682,False,53
13210,False,44
46341,False,30
94875,False,64
58300,False,27
55247,False,26
5192,False,61
85993,False,36
42248,False,61
90073,True,40
94396,False,36
24169,False,34
66487,False,42
77863,False,36
30343,False,68
22262,False,41
80119,False,31
47209,False,28
77590,False,28
76849,False,29
20201,False,33
76960,False,43
75681,False,22
12861,True,30
63075,False,25
87218,False,33
39975,False,69
97728,True,49
64560,False,65
43134,False,51
42028,True,68
15771,False,37
15358,False,39
91179,False,34
43417,False,46
46900,False,21
40664,False,59
77443,False,20
91263,False,61
15640,False,60
99308,True,38
77078,False,34
72307,False,48
51723,False,47
88371,False,24
56522,False,56
86028,False,27
32534,False,67
6638,False,48
66642,False,54
52733,False,26
34893,False,22
32997,False,29
34544,False,62
2898,False,28
71575,False,27
51921,False,65
95690,False,67
49101,False,51
65870,False,20
56878,False,61
64354,False,51
57237,False,20
91834,False,67
92818,True,42
67511,False,46
84707,False,43
8417,True,40
97697,False,40
69580,False,61
83400,False,53
75290,False,33
39424,False,39
8390,False,37
13978,False,54
70073,False,29
88192,False,36
49809,False,42
65872,False,65
4752,False,65
21518,False,21
11741,False,57
65140,False,26
52039,True,25
47724,False,46
52561,False,40
74971,False,29
59679,False,64
10931,False,28
78368,True,52
98328,False,38
80014,False,32
18054,False,44
31170,False,60
89548,False,27
48486,False,36
77203,False,42
2437,False,68
78890,False,48
78420,False,44
61422,False,67
17433,False,64
46494,False,42
86683,False,36
40172,False,61
19147,False,67
75925,False,40
93566,False,36
86731,False,34
98623,False,57
93712,False,57
55750,False,49
39886,False,49
30571,False,44
60365,False,43
62610,False,60
66301,False,40
91662,False,63
48696,False,65
22791,False,64
13295,False,25
7889,True,66
9175,False,40
61972,False,57
9468,False,22
81,False,68
94018,False,36
61305,False,62
88830,False,60
80287,False,31
6894,True,58
77581,False,42
61358,False,64
85749,False,35
88739,False,61
46918,False,44
12342,False,54
99927,False,51
7474,False,26
3600,False,21
5140,False,36
26690,False,65
99636,False,44
42003,True,60
66813,False,64
85752,False,51
14462,False,58
27712,False,27
1789,False,35
29580,False,46
4987,False,43
11840,False,57
7287,True,38
60195,False,21
21489,True,40
69976,True,67
94374,False,43
35988,False,40
56889,False,35
17199,False,44
84697,False,56
47610,True,65
76660,False,24
42395,False,64
97164,False,61
36938,False,43
9713,True,32
13605,False,57
86020,False,45
67030,False,46
30670,True,29
70028,True,29
98798,False,43
58487,False,35
88643,False,27
17713,False,50
83743,False,28
95272,False,39
24964,True,59
68277,False,31
63723,False,54
84055,False,61
75103,False,69
88912,False,46
81031,False,45
96074,False,49
34554,True,68
70935,False,32
62891,False,68
37068,False,40
95971,False,36
4440,False,56
89368,True,43
9648,False,44
88547,False,22
82999,False,45
54964,False,47
19881,False,67
56804,False,60
62667,False,67
19643,False,47
59466,False,31
73996,False,45
9834,True,36
30331,False,25
89462,False,32
67926,False,23
59961,False,22
60403,False,39
45077,False,41
48707,True,64
21557,False,47
23219,False,22
98992,False,33
41794,False,52
9814,True,47
27285,True,49
38004,False,43
88984,False,37
84449,False,61
86263,False,26
65332,False,39
25040,False,49
85108,False,46
7211,False,56
27362,False,42
80366,True,38
56764,False,41
72678,True,69
69927,False,51
45093,False,47
86438,False,47
8992,False,66
55438,False,40
23679,False,41
34391,False,38
4998,False,22
513,False,55
70733,False,44
55746,False,23
30692,False,32
2946,False,33
70260,True,36
91152,True,45
83577,False,25
64841,False,30
65143,False,27
964,False,55
496,False,52
53131,False,38
56838,True,49
71842,True,54
8428,False,41
99926,True,46
89112,False,66
43942,False,46
67745,False,33
23598,False,44
71432,False,43
47132,False,22
50676,False,24
68105,False,57
78057,False,46
9723,False,49
71116,False,59
96064,True,67
67921,False,44
72036,False,63
8661,True,36
41719,False,25
24071,False,38
76869,False,25
34850,False,63
83413,False,52
66648,False,36
36570,False,45
62435,False,47
64633,False,21
76242,False,62
19727,False,64
16535,False,26
94560,False,45
4608,False,55
73877,False,68
94576,False,65
21459,False,51
76762,False,57
79960,True,33
42713,False,24
37334,False,37
68873,True,29
79645,False,35
92218,False,37
25705,True,67
9575,False,43
2771,True,62
46013,False,52
61079,False,50
75504,False,27
97902,False,58
33831,True,67
86286,False,43
55541,False,36
8279,False,32
48918,False,69
44194,False,61
49994,False,47
98305,False,21
53573,False,30
59914,False,58
78159,False,36
57955,False,40
51459,False,26
51286,False,65
76202,False,36
45422,False,30
93596,False,20
61610,False,21
24151,True,40
67174,False,42
96986,False,52
18030,False,38
86603,False,34
76519,False,33
14531,False,21
18033,False,60
84109,True,25
61473,False,69
98945,False,44
8897,False,62
92124,True,57
64614,False,43
68297,False,25
24165,False,45
61850,False,57
43790,False,59
80834,True,34
59211,False,50
45385,False,56
19904,False,26
56850,False,34
55610,False,36
492,False,54
88996,False,27
82828,False,55
38546,False,35
43331,False,56
24839,False,53
83130,False,62
18424,False,22
91944,False,20
33628,False,24
20708,False,21
97067,False,45
55478,False,26
87112,False,43
61465,False,54
65022,False,20
11500,False,43
17602,False,48
5473,True,30
34630,False,44
37054,False,59
38544,False,39
97385,False,42
77064,False,23
56153,False,49
57378,False,40
80668,False,40
20739,False,42
49993,False,33
74514,False,52
94383,True,22
83671,False,20
164,False,37
29799,False,35
27435,False,54
97489,False,69
43721,False,62
47683,False,24
90782,False,47
6886,False,56
85971,False,30
83888,False,64
8016,False,60
97593,False,24
74060,False,61
93172,False,58
70092,False,42
51647,False,34
97999,False,56
60779,False,37
56520,False,47
30379,False,40
80149,True,50
90630,False,55
50266,False,49
88071,False,46
38701,False,31
76047,False,38
75728,False,23
2767,True,41
17904,False,46
73176,False,67
84377,False,42
14894,False,30
6098,False,53
24733,False,20
65932,False,50
31023,False,69
69251,False,68
17509,False,36
45351,False,66
71545,True,56
13784,False,22
35971,False,46
66317,False,55
96330,False,35
21780,False,50
37699,False,20
38999,True,32
33094,False,63
61337,False,52
27995,False,46
66307,False,66
77639,True,21
43024,False,43
24829,False,22
8438,False,41
21891,False,30
732,False,33
26178,False,52
64297,False,49
20532,True,27
78349,False,68
14712,False,58
34928,False,22
54337,False,58
59666,False,26
17750,False,49
11496,True,43
87248,False,29
40396,False,38
80920,False,53
54669,False,39
2180,False,69
91071,False,48
77281,True,61
19649,False,40
96360,False,25
64214,False,49
95571,False,60
48070,False,68
5956,False,62
90521,False,56
71568,False,44
52153,True,64
25717,False,26
10598,False,28
36486,False,36
88334,False,48
61332,False,55
48495,False,27
83524,False,31
92950,True,53
37246,True,38
4293,False,29
48885,False,35
26393,False,30
70474,False,24
36465,False,68
96987,False,58
72360,False,29
26791,False,25
24870,False,26
60091,False,34
66744,False,52
57389,False,32
2204,True,25
79941,False,41
35683,False,54
34991,False,63
57327,False,58
65128,False,64
13105,False,49
92908,False,56
94740,False,63
45913,False,55
81753,False,59
48543,False,22
2851,True,49
2132,False,25
17367,True,20
90648,True,31
68534,True,28
21941,False,45
99212,True,36
28310,False,22
36864,True,27
55764,False,57
68474,False,66
39375,False,53
11382,False,25
3840,False,31
66719,False,25
6416,False,55
36915,False,27
55115,False,60
86598,False,23
80551,False,69
99301,False,31
67397,False,50
93215,False,34
2886,True,54
316,True,36
91799,False,48
32439,False,20
97109,True,34
82011,False,53
82934,True,67
2310,False,33
83856,True,23
82745,False,52
88305,False,40
67189,False,39
31047,False,31
9265,True,24
58269,False,27
62734,False,55
60583,True,66
55888,False,64
8116,False,55
66285,False,38
95095,False,42
66757,True,61
75411,False,42
58122,False,53
87531,True,43
72195,False,63
66899,False,69
89636,False,27
43029,False,22
71119,False,23
13807,False,33
69159,False,52
96108,False,44
43585,False,52
87715,True,41
44797,False,30
78879,False,45
77351,False,51
43100,False,68
71764,False,48
88902,False,23
26511,False,45
47703,False,45
49625,True,65
60418,False,66
14097,False,41
16492,False,27
32072,False,54
75233,True,25
31282,False,58
35687,True,47
31691,False,24
67260,False,41
33150,False,57
32950,False,65
62337,False,20
93940,False,65
79598,False,22
53247,False,49
83849,False,52
80339,False,51
1308,False,60
24781,False,55
36342,False,44
46402,False,47
45174,False,68
77857,False,41
88294,False,44
14903,False,50
10775,False,35
12969,False,63
74240,False,46
78793,False,20
2107,False,42
35202,False,27
34656,False,65
55730,True,57
83976,False,66
76538,False,49
9908,True,33
32015,True,40
69100,False,58
53022,False,69
42271,False,40
63401,False,67
88961,False,25
99056,False,44
52066,False,32
5092,False,62
72136,False,69
32877,False,38
12596,False,57
94353,False,33
13952,False,20
2839,True,68
43492,False,64
95954,False,52
328,False,27
10691,False,47
65926,False,45
25443,False,67
98855,True,52
93437,False,40
51422,False,62
80619,False,58
60513,True,27
96314,False,67
99868,False,39
54972,False,33
42693,False,57
48925,False,33
66661,False,25
50854,False,52
59025,False,26
19285,False,68
38512,False,65
47159,False,35
91852,True,29
2011,False,65
35334,False,65
32488,False,40
66809,False,63
73953,False,39
84238,False,37
42383,False,44
87621,False,57
81791,True,50
33250,False,52
42675,False,35
38686,False,46
97938,False,24
18261,False,56
97983,False,45
66590,False,31
25969,False,53
60002,False,34
48072,False,32
33199,False,48
61133,False,51
74982,False,58
88665,False,64
58979,True,53
18220,False,62
86052,False,59
65936,False,36
8008,False,46
72213,False,61
3883,False,29
65644,False,26
17342,True,49
38539,True,56
28652,True,51
46652,False,60
42195,False,32
7969,False,44
2724,False,47
57265,False,46
48371,True,54
60334,False,31
98717,False,23
71154,False,52
10446,False,54
80602,False,28
9843,False,34
75991,False,45
11908,False,44
52616,True,45
47504,False,69
38359,True,54
96951,True,56
38545,False,38
71772,False,43
24577,False,57
80874,False,50
11635,True,37
27672,False,25
76435,True,58
36674,False,44
35464,False,27
8176,True,30
86887,False,68
9464,True,41
55707,False,48
34121,True,42
94102,False,28
31869,True,25
76526,False,52
95325,False,42
33239,False,48
43641,False,37
87999,False,43
3300,False,50
51667,False,54
81205,False,68
12852,False,20
97129,False,45
56930,False,41
93956,False,68
52547,False,40
86431,False,67
16192,False,61
48047,True,37
42970,True,38
36165,False,65
90588,False,20
64496,False,66
19157,False,35
86624,False,59
78611,False,29
88754,False,59
51572,False,53
76128,False,26
17127,True,51
91952,False,65
29747,False,32
96718,False,27
80461,False,69
92743,False,22
49540,False,67
35162,False,52
11245,False,49
87957,False,23
86251,False,25
43727,False,48
42023,False,37
68721,False,23
88537,False,54
17083,True,50
68424,True,62
73736,False,25
29338,False,27
37802,False,63
73225,False,50
84679,False,41
77172,False,69
34588,True,43
59722,False,49
52583,False,56
32602,False,64
27390,False,52
66292,False,30
53978,True,46
42010,False,38
1569,False,24
14763,False,58
20770,False,31
84581,True,52
30296,True,23
50833,True,31
73809,False,26
91375,False,62
59923,True,64
40631,True,65
74546,False,26
3354,False,61
92867,False,48
67106,False,35
8340,False,32
15435,False,59
79813,False,69
47193,False,39
60916,True,47
13132,False,66
96738,False,65
88431,False,49
82695,False,50
6868,False,46
42296,False,55
31273,False,58
91495,False,37
82244,False,31
19378,False,40
61745,True,35
32091,False,32
85420,False,44
95930,False,50
1202,False,57
1374,True,54
92702,False,47
65405,False,59
58098,False,43
73727,False,61
83710,False,39
26321,False,43
18599,False,21
25992,False,58
89280,False,46
37843,False,39
46784,True,57
4097,False,64
21745,False,64
13109,True,32
32341,True,33
63711,True,37
28349,False,32
77009,False,37
65445,False,31
74350,False,55
11004,False,53
56469,False,44
93412,False,47
68192,False,32
83516,False,60
23378,False,68
47255,False,25
33625,True,65
40629,True,36
70210,False,50
25801,False,62
49259,False,32
12267,False,28
33078,False,34
29495,False,47
62966,False,20
23521,False,58
45116,False,52
38619,False,43
95852,False,38
23650,False,39
8361,False,28
87228,False,30
47606,False,43
89869,False,58
45742,False,51
27942,False,61
31843,False,55
23554,True,36
45720,False,33
26744,False,26
22273,False,69
64899,False,59
2727,False,44
1609,False,28
22611,False,54
78621,False,40
96650,False,63
58931,False,64
48703,False,27
92503,False,46
65749,False,22
92167,False,49
12806,False,59
3016,False,41
50623,False,37
10669,False,25
38907,False,26
77957,True,42
96057,False,49
29671,False,35
83826,True,61
67314,True,54
87419,False,25
47372,False,33
89513,False,27
83682,False,42
67996,False,59
55369,False,46
33477,False,44
1050,False,65
5435,False,68
74788,False,42
46538,False,47
29361,False,48
9990,False,56
20009,False,64
14860,False,33
99049,False,40
53201,True,44
13650,False,56
45064,False,35
44868,True,32
10573,False,33
27755,False,43
37583,False,68
37097,False,43
74523,False,38
98846,False,29
96557,False,26
23797,False,39
53718,False,20
88279,False,49
47938,False,68
53619,False,41
29142,False,35
68376,False,69
25768,False,46
81904,True,40
77441,False,64
64097,False,55
88764,False,38
89626,False,67
87937,False,62
24172,False,21
28377,False,47
38762,False,29
77726,False,61
92620,False,66
69096,False,54
89596,False,60
30389,False,30
97515,False,62
55347,False,51
58631,False,67
12773,False,53
92165,False,63
66672,False,27
52210,False,58
58810,False,33
91132,False,28
68628,False,49
35437,False,58
85502,True,58
65261,False,35
9936,False,54
38278,False,61
99498,False,57
59957,False,58
76883,False,62
28008,False,32
50932,False,44
8451,False,24
19017,False,45
98442,False,42
29723,False,50
56305,False,63
78899,False,43
40087,False,54
25634,False,61
42215,False,46
93747,False,20
92365,True,23
45438,False,49
35433,False,33
22110,False,29
41582,False,54
2812,False,36
70178,True,35
13460,False,58
7261,False,57
89971,False,59
94791,False,34
83494,False,30
62702,False,64
75713,False,43
6684,False,25
72266,False,48
52393,False,39
55772,True,57
1992,False,44
54607,False,34
28018,False,27
81491,False,56
30612,True,32
50841,False,25
6840,False,35
61830,False,28
97607,False,22
60874,False,53
93891,False,20
9886,False,40
19360,False,21
79845,False,31
78042,False,24
96334,False,42
16189,False,35
26342,False,53
99131,True,52
98954,False,33
1304,False,37
4431,False,52
97285,False,55
70718,False,57
71533,True,59
6249,False,27
58199,False,67
71909,False,22
10495,False,51
10388,True,51
23546,False,27
21156,True,37
37882,False,41
91258,False,49
51419,True,59
5648,False,48
20517,False,60
48168,False,46
93768,False,22
84171,True,36
35861,False,54
36596,False,49
60330,True,64
90501,False,25
34640,False,43
69997,False,58
20375,False,59
