,order_id,order_value,promo_type
255,89012588,40,no_promo
256,89042526,24,no_promo
257,88985735,33,no_promo
258,89062161,43,no_promo
259,89008146,21,no_promo
260,89069600,37,SALE15
261,89039162,27,no_promo
262,89042161,43,no_promo
263,89061670,20,no_promo
264,89034255,31,no_promo
265,89046947,25,no_promo
266,89038265,46,SALE15
267,88989281,38,no_promo
268,89045497,24,no_promo
269,89054653,32,no_promo
270,89061439,33,no_promo
271,89005784,21,no_promo
272,89048297,27,no_promo
273,89002410,34,no_promo
274,89022341,28,SALE15
275,89009680,22,no_promo
276,89045126,37,no_promo
277,89030899,31,no_promo
278,88984387,35,SALE15
279,89070268,39,no_promo
280,89070882,26,no_promo
281,88994419,25,no_promo
282,88980745,21,no_promo
283,89053944,41,no_promo
284,89041709,18,no_promo
285,89041396,30,no_promo
286,88979068,22,no_promo
287,88998802,27,no_promo
288,88980466,22,no_promo
289,89004051,6,no_promo
290,89012045,21,no_promo
291,89048161,42,SALE15
292,88978867,33,no_promo
293,89021833,15,no_promo
294,88998277,31,no_promo
295,89074333,31,no_promo
296,89029168,28,no_promo
297,89002554,38,no_promo
298,89007817,41,no_promo
299,89029358,18,no_promo
300,89009053,32,no_promo
301,89067017,36,no_promo
302,89047197,40,no_promo
303,89004831,32,no_promo
304,89073351,25,no_promo
305,88987069,33,no_promo
306,89076892,47,no_promo
307,88981069,22,no_promo
308,89049856,29,no_promo
309,89033202,28,no_promo
310,89070491,39,SALE15
311,89009218,17,no_promo
312,89047906,17,no_promo
313,89023199,38,no_promo
314,88986118,17,SALE15
315,89003707,28,no_promo
316,89032448,24,no_promo
317,89007856,20,no_promo
318,88992272,27,SALE15
319,88985653,42,no_promo
320,89060591,25,no_promo
321,89026910,23,no_promo
322,89036929,17,no_promo
323,88992609,28,no_promo
324,89060654,51,SALE15
325,88984454,38,no_promo
326,89033365,42,no_promo
327,89058112,12,no_promo
328,89027367,30,no_promo
329,88983817,29,no_promo
330,89049454,28,no_promo
331,89039951,36,no_promo
332,88980300,43,no_promo
333,89032931,35,no_promo
334,89063710,36,no_promo
335,89023780,16,no_promo
336,89003908,33,no_promo
337,89044029,22,SALE15
338,89071620,29,no_promo
339,89050302,33,no_promo
340,89048316,28,no_promo
341,89039093,24,no_promo
342,89068670,28,no_promo
343,89035825,34,no_promo
344,88990698,29,no_promo
345,89040971,31,no_promo
346,89075913,39,no_promo
347,88982697,19,no_promo
348,88980167,28,no_promo
349,89037966,37,SALE15
350,89020187,25,no_promo
351,89064330,47,no_promo
352,89065778,35,no_promo
353,88991593,28,no_promo
354,89069050,36,no_promo
355,89013760,22,no_promo
356,89069919,25,no_promo
357,89039400,35,no_promo
358,89067070,34,no_promo
359,89026496,28,no_promo
360,89018614,27,no_promo
361,89001733,40,SALE15
362,89018968,23,no_promo
363,89051718,25,SALE15
364,88994766,40,no_promo
365,89056250,33,no_promo
366,89007365,35,no_promo
367,89019883,20,no_promo
368,89008661,26,no_promo
369,89029547,15,no_promo
370,89064276,28,no_promo
371,88986175,40,no_promo
372,89072587,22,no_promo
373,89029269,15,no_promo
374,88991118,17,no_promo
375,89068401,21,no_promo
376,88983091,28,no_promo
377,89039351,41,no_promo
378,89026428,38,SALE15
379,88994559,34,SALE15
380,88984721,24,no_promo
381,89016037,27,no_promo
382,89015098,38,no_promo
383,89032165,38,no_promo
384,88987942,30,no_promo
385,89045047,25,no_promo
386,89028245,27,SALE15
387,89076203,16,no_promo
388,88985258,26,no_promo
389,89016846,35,no_promo
390,89029982,12,no_promo
391,89026604,33,SALE15
392,88991476,27,no_promo
393,88998193,31,SALE15
394,89035476,34,no_promo
395,89002649,17,SALE15
396,88983820,34,no_promo
397,89028360,23,no_promo
398,89007909,38,no_promo
399,89016883,44,SALE15
400,89037629,27,no_promo
401,89030587,29,no_promo
402,89038246,42,no_promo
403,89027838,22,no_promo
404,89015555,37,no_promo
405,89039893,33,no_promo
406,88978194,27,no_promo
407,89017362,33,no_promo
408,89039135,22,no_promo
409,89073674,31,no_promo
410,89068911,27,no_promo
411,89071717,37,no_promo
412,88981891,34,no_promo
413,89033141,25,SALE15
414,89056584,34,no_promo
415,89021652,30,no_promo
416,89027738,15,no_promo
417,89000065,24,no_promo
418,89031727,30,no_promo
419,88990712,30,no_promo
420,89067393,34,no_promo
421,89024666,28,SALE15
422,88996119,49,no_promo
423,89009858,43,no_promo
424,89042017,18,no_promo
425,88997749,30,no_promo
426,89006230,28,no_promo
427,89049832,37,no_promo
428,89036664,20,no_promo
429,89003895,18,SALE15
430,89020482,20,no_promo
431,89044174,45,no_promo
432,88979906,24,SALE15
433,89074592,18,no_promo
434,89001754,35,no_promo
435,89065944,34,no_promo
436,88986430,39,no_promo
437,89058147,6,no_promo
438,89062506,26,no_promo
439,89064243,24,no_promo
440,89029817,32,no_promo
441,89005332,25,no_promo
442,89036927,19,no_promo
443,89042588,32,no_promo
444,89053042,41,SALE15
445,88990276,32,SALE15
446,89017928,24,no_promo
447,88996297,12,no_promo
448,89003171,30,no_promo
449,89062920,18,no_promo
450,89026906,25,no_promo
451,88997008,33,SALE15
452,89022103,26,no_promo
453,88988848,32,SALE15
454,89045575,36,no_promo
455,89049065,26,SALE15
456,88978296,21,SALE15
457,88989792,32,no_promo
458,88997579,31,no_promo
459,89046090,40,no_promo
460,89024382,33,no_promo
461,89016331,29,no_promo
462,89055337,30,no_promo
463,89076401,48,no_promo
464,88993419,33,no_promo
465,88985213,24,no_promo
466,88986896,21,no_promo
467,89052919,41,no_promo
468,88988314,25,no_promo
469,89066100,29,no_promo
470,89076424,12,SALE15
471,88988089,36,no_promo
472,89009860,21,no_promo
473,89061356,28,no_promo
474,89066041,39,no_promo
475,88985081,36,no_promo
476,89051390,30,no_promo
477,89065724,32,SALE15
478,89012537,24,no_promo
479,89022530,28,no_promo
480,89007771,33,no_promo
481,88997002,26,no_promo
482,88990724,29,no_promo
483,89050730,38,no_promo
484,88997819,33,no_promo
485,88990341,31,no_promo
486,89029752,31,no_promo
487,88998501,20,no_promo
488,89064557,25,no_promo
489,89056347,20,no_promo
490,89011518,24,no_promo
491,88977792,37,no_promo
492,88992871,37,no_promo
493,89040333,16,no_promo
494,88983609,27,no_promo
495,89067789,36,no_promo
496,89030267,23,no_promo
497,89002733,27,no_promo
498,89072726,16,no_promo
499,88995687,14,no_promo
500,89053321,15,no_promo
501,88992718,20,SALE15
502,88984798,18,no_promo
503,89024471,27,SALE15
504,89031951,24,no_promo
505,89044679,49,no_promo
506,88984882,29,no_promo
507,89039204,24,no_promo
508,89033783,22,no_promo
509,89028990,32,no_promo
510,89056149,31,no_promo
511,89058269,27,no_promo
512,89015084,18,no_promo
513,89063457,46,no_promo
514,88982900,31,no_promo
515,89020468,37,no_promo
516,88979181,23,no_promo
517,88978250,28,no_promo
518,88998972,34,no_promo
519,89001810,6,SALE15
520,88980123,33,no_promo
521,89009128,25,no_promo
522,89072408,24,no_promo
523,89064859,22,no_promo
524,89034256,33,no_promo
525,88999121,29,no_promo
526,89043078,24,no_promo
527,89012390,20,no_promo
528,89024426,21,no_promo
529,89073926,28,no_promo
530,89059633,40,SALE15
531,89019879,32,no_promo
532,89071322,37,no_promo
533,88984158,40,no_promo
534,88987286,48,SALE15
535,89022162,26,SALE15
536,88997175,32,no_promo
537,89017178,29,no_promo
538,89021126,23,no_promo
539,89014229,24,SALE15
540,89014764,22,no_promo
541,89055066,25,no_promo
542,89035158,20,no_promo
543,89059783,20,SALE15
544,89075727,47,SALE15
545,89054358,20,no_promo
546,89015834,27,no_promo
547,89071598,33,no_promo
548,89048349,19,no_promo
549,89005638,44,no_promo
550,88995071,33,no_promo
551,88981563,29,no_promo
552,88996754,28,no_promo
553,89071599,35,no_promo
554,89016234,38,no_promo
555,88988760,30,no_promo
556,89026310,58,no_promo
557,88997574,33,no_promo
558,89059978,31,SALE15
559,89054909,34,no_promo
560,88987501,46,no_promo
561,89004135,33,no_promo
562,89035326,35,no_promo
563,89074726,26,no_promo
564,89051253,44,no_promo
565,89024149,46,no_promo
566,88985387,41,no_promo
567,89075362,43,no_promo
568,88996204,26,no_promo
569,89042957,26,no_promo
570,88995786,9,no_promo
571,89028906,28,no_promo
572,89059475,25,no_promo
573,89069392,30,no_promo
574,88991830,48,no_promo
575,89035632,36,no_promo
576,89004167,39,SALE15
577,89058970,16,no_promo
578,89048041,32,no_promo
579,89041855,42,no_promo
580,89061162,37,no_promo
581,89044292,29,no_promo
582,89045503,31,no_promo
583,88979666,36,no_promo
584,89030045,40,no_promo
585,89018062,39,no_promo
586,89007496,35,no_promo
587,88998358,17,no_promo
588,88990002,31,no_promo
589,89059886,33,no_promo
590,89058647,38,no_promo
591,89041284,21,no_promo
592,89026357,33,no_promo
593,89054455,17,no_promo
594,89075311,28,SALE15
595,89038845,26,no_promo
596,89042717,17,no_promo
597,89045307,31,no_promo
598,89015329,27,no_promo
599,89028449,34,no_promo
600,89058773,17,no_promo
601,89021437,37,no_promo
602,89030630,28,no_promo
603,89053170,28,no_promo
604,88980656,36,no_promo
605,89005711,18,no_promo
606,88988571,32,no_promo
607,89013827,27,no_promo
608,88980644,29,no_promo
609,88999922,33,no_promo
610,89016762,23,no_promo
611,89011062,37,no_promo
612,89045607,35,SALE15
613,89034400,29,no_promo
614,88989147,31,no_promo
615,89048808,34,no_promo
616,89065695,38,no_promo
617,88996545,33,no_promo
618,89040864,37,no_promo
619,89039671,41,no_promo
620,89003280,19,no_promo
621,89001456,32,no_promo
622,89021207,37,no_promo
623,88994036,37,no_promo
624,89029376,22,no_promo
625,89018151,26,no_promo
626,88994391,36,no_promo
627,89008271,39,no_promo
628,89040191,32,no_promo
629,88983259,32,no_promo
630,88978561,37,no_promo
631,89060528,28,SALE15
632,89055480,31,no_promo
633,89000675,34,no_promo
634,89050661,22,SALE15
635,89052314,26,no_promo
636,89055894,40,SALE15
637,89055901,21,no_promo
638,89062552,28,no_promo
639,88984605,39,SALE15
640,89048829,29,no_promo
641,89010177,30,no_promo
642,89077416,34,no_promo
643,89018165,16,no_promo
644,88983338,30,no_promo
645,89048230,26,no_promo
646,89032332,28,no_promo
647,89015100,27,no_promo
648,89037692,27,no_promo
649,89067068,31,no_promo
650,88985635,42,no_promo
651,89036236,22,no_promo
652,89002162,12,no_promo
653,89005429,27,no_promo
654,89055259,40,no_promo
655,89057533,35,no_promo
656,89056465,23,no_promo
657,88993686,40,no_promo
658,89000386,33,no_promo
659,89018284,32,no_promo
660,89010999,33,no_promo
661,88985218,27,no_promo
662,89045721,23,no_promo
663,88985645,30,no_promo
664,89040168,24,no_promo
665,89068183,25,SALE15
666,89057511,34,no_promo
667,88997045,27,no_promo
668,89064227,13,no_promo
669,89026148,30,no_promo
670,89074827,32,no_promo
671,88983299,18,no_promo
672,89028837,25,no_promo
673,89052578,20,SALE15
674,89017142,22,no_promo
675,88995287,17,SALE15
676,89059172,20,no_promo
677,89019512,35,no_promo
678,89030864,32,SALE15
679,89026669,30,no_promo
680,89076037,29,no_promo
681,89033312,32,no_promo
682,89024575,34,no_promo
683,89046138,38,no_promo
684,89051296,9,no_promo
685,89061253,34,no_promo
686,89004164,11,no_promo
687,89052534,22,no_promo
688,89033835,30,no_promo
689,89063630,33,no_promo
690,89012542,37,no_promo
691,89025485,32,no_promo
692,89000342,46,SALE15
693,88988539,29,no_promo
694,89059855,22,no_promo
695,89049353,19,no_promo
696,89068158,35,no_promo
697,89053237,22,no_promo
698,89029274,36,no_promo
699,88998949,43,no_promo
700,88991557,38,no_promo
701,88984620,29,no_promo
702,89000470,35,no_promo
703,89045298,25,no_promo
704,88985990,16,no_promo
705,89037113,37,no_promo
706,89052873,37,no_promo
707,89039850,43,no_promo
708,89048257,32,no_promo
709,89039966,22,no_promo
710,89012145,27,no_promo
711,88984045,26,no_promo
712,89033945,33,no_promo
713,89053762,42,no_promo
714,88997883,26,no_promo
715,89069213,26,no_promo
716,89050953,34,SALE15
717,89050760,32,SALE15
718,89058219,34,no_promo
719,89021566,24,no_promo
720,89003802,24,no_promo
721,89046447,39,no_promo
722,89067943,31,no_promo
723,88995652,28,no_promo
724,89026121,34,no_promo
725,89014648,38,no_promo
726,89057275,41,no_promo
727,89050447,31,no_promo
728,88993693,23,no_promo
729,89036647,32,no_promo
730,89018204,35,no_promo
731,89013589,38,no_promo
732,89020323,25,no_promo
733,88989169,29,no_promo
734,89010622,24,no_promo
735,89048149,50,no_promo
736,89057669,26,no_promo
737,88996817,23,no_promo
738,88996547,28,no_promo
739,89065585,13,SALE15
740,89069802,47,no_promo
741,88992810,26,no_promo
742,89077122,43,no_promo
743,89010127,22,no_promo
744,89043128,26,no_promo
745,89009446,31,no_promo
746,89033740,30,no_promo
747,89020346,31,no_promo
748,89040954,21,no_promo
749,89057394,33,no_promo
750,89069125,32,no_promo
751,88982432,45,no_promo
752,89006262,30,no_promo
753,89034047,20,no_promo
754,88978275,30,SALE15
755,89021547,25,no_promo
756,88993017,35,no_promo
757,89005890,37,no_promo
758,89022138,28,no_promo
759,88999576,21,no_promo
760,88997469,25,no_promo
761,89034742,25,no_promo
762,89038649,37,no_promo
763,89072822,40,no_promo
764,89049597,30,no_promo
765,88994136,25,no_promo
766,89029923,23,SALE15
767,89044259,34,no_promo
768,88987949,45,no_promo
769,89003366,14,no_promo
770,89047057,49,SALE15
771,89000684,28,no_promo
772,89015485,38,no_promo
773,88997881,33,no_promo
774,89029219,38,SALE15
775,89058467,35,no_promo
776,88989698,42,no_promo
777,89010289,27,no_promo
778,89026845,25,no_promo
779,89015444,19,no_promo
780,89012874,27,no_promo
781,88989082,33,no_promo
782,89015174,23,no_promo
783,88995745,26,SALE15
784,89012819,24,no_promo
785,89027229,42,no_promo
786,89074260,14,no_promo
787,89062975,20,no_promo
788,89061844,44,SALE15
789,89032572,24,no_promo
790,89044666,28,no_promo
791,89010339,39,SALE15
792,88983059,27,no_promo
793,89022009,34,no_promo
794,88982141,27,no_promo
795,89034253,36,no_promo
796,89023550,39,no_promo
797,88988028,25,no_promo
798,89034743,37,no_promo
799,89002666,39,SALE15
800,89073684,11,no_promo
801,89039972,35,no_promo
802,89033061,34,no_promo
803,88985334,40,no_promo
804,89053168,25,no_promo
805,89071792,39,no_promo
806,89066766,29,no_promo
807,89005916,28,no_promo
808,89009768,35,no_promo
809,89008541,41,no_promo
810,89002753,5,no_promo
811,88989730,33,no_promo
812,88991933,29,no_promo
813,89004360,33,no_promo
814,89011884,53,no_promo
815,89040165,40,no_promo
816,88979487,35,no_promo
817,88989685,29,no_promo
818,89013841,39,no_promo
819,89054390,33,SALE15
820,89017456,37,SALE15
821,88999367,27,no_promo
822,89001793,29,SALE15
823,89062142,25,no_promo
824,89076304,36,no_promo
825,89000809,18,no_promo
826,88990651,34,no_promo
827,88989418,38,no_promo
828,89031867,32,no_promo
829,89042031,20,no_promo
830,89006170,24,no_promo
831,89056034,42,no_promo
832,88982403,32,no_promo
833,89047840,31,SALE15
834,89004471,30,no_promo
835,89072585,26,SALE15
836,89024347,28,no_promo
837,88989910,33,no_promo
838,89006481,21,no_promo
839,89057844,27,no_promo
840,88990576,30,no_promo
841,89009178,27,no_promo
842,89036252,29,no_promo
843,89031931,45,SALE15
844,89017349,21,no_promo
845,89061621,39,no_promo
846,89004116,27,no_promo
847,89058093,29,no_promo
848,88981365,24,no_promo
849,89042130,17,SALE15
850,89045198,17,no_promo
851,89051536,26,no_promo
852,89035676,24,no_promo
853,89074871,35,no_promo
854,89051907,23,no_promo
855,89000710,43,no_promo
856,89015400,20,no_promo
857,88986203,24,no_promo
858,88995932,28,no_promo
859,89005062,31,no_promo
860,89011231,40,SALE15
861,89055099,33,no_promo
862,89058475,17,SALE15
863,89049169,39,SALE15
864,89048277,28,no_promo
865,88990734,19,SALE15
866,88987734,30,SALE15
867,89027457,32,no_promo
868,89006115,30,no_promo
869,89030526,24,no_promo
870,89044843,23,no_promo
871,89015411,28,no_promo
872,89028796,15,no_promo
873,89014602,28,no_promo
874,89011406,27,no_promo
875,89034391,25,no_promo
876,88997187,25,no_promo
877,88984538,30,no_promo
878,89044977,28,no_promo
879,89016943,21,SALE15
880,88981693,39,no_promo
881,88996116,21,no_promo
882,88995668,26,no_promo
883,89065898,38,no_promo
884,89054053,30,no_promo
885,89024939,29,no_promo
886,88998405,21,no_promo
887,89036738,11,no_promo
888,89028421,26,no_promo
889,89061564,25,no_promo
890,88978863,23,no_promo
891,89010214,31,no_promo
892,89075799,24,no_promo
893,89009169,28,no_promo
894,89058535,32,no_promo
895,89029545,16,no_promo
896,89033728,32,no_promo
897,89033967,24,no_promo
898,89007837,31,no_promo
899,89060428,19,no_promo
900,89038761,38,no_promo
901,89030220,24,no_promo
902,89020710,40,no_promo
903,89059685,34,no_promo
904,89021842,27,no_promo
905,89077081,21,no_promo
906,89054779,33,no_promo
907,88980695,15,no_promo
908,89055866,27,no_promo
909,89037810,39,no_promo
910,88985715,36,no_promo
911,89072001,31,no_promo
912,89058217,20,no_promo
913,89020778,23,no_promo
914,88992747,34,no_promo
915,88987325,28,no_promo
916,89036505,30,no_promo
917,89006065,42,no_promo
918,89011201,27,no_promo
919,89038352,29,no_promo
920,89075266,19,no_promo
921,89051582,35,no_promo
922,89012969,32,no_promo
923,88982923,39,no_promo
924,89020430,23,no_promo
925,89031150,19,SALE15
926,89069960,27,no_promo
927,89056735,17,no_promo
928,88986247,20,no_promo
929,89030409,22,no_promo
930,89044813,32,no_promo
931,88987742,21,no_promo
932,89072573,42,SALE15
933,89073967,23,no_promo
934,89066484,33,no_promo
935,89026666,30,no_promo
936,89061500,17,no_promo
937,89019788,33,no_promo
938,89009903,25,no_promo
939,88984984,28,no_promo
940,89056655,20,no_promo
941,88993302,37,no_promo
942,89054082,37,SALE15
943,89054002,38,no_promo
944,89070436,25,no_promo
945,89013202,31,no_promo
946,88989139,44,no_promo
947,89069772,44,no_promo
948,88988706,24,no_promo
949,89021877,31,no_promo
950,88982563,18,no_promo
951,89057748,25,no_promo
952,88986071,9,no_promo
953,88981564,26,no_promo
954,89038168,28,no_promo
955,89052546,31,no_promo
956,89048868,34,no_promo
957,89028402,21,SALE15
958,89008681,33,no_promo
959,89009732,24,no_promo
960,88994388,26,no_promo
961,89075454,21,no_promo
962,89014457,26,no_promo
963,89008814,26,no_promo
964,89033912,36,no_promo
965,89068095,29,no_promo
966,89044532,34,no_promo
967,89055778,32,no_promo
968,89052039,22,SALE15
969,89004977,23,no_promo
970,89041801,34,no_promo
971,89012578,22,no_promo
972,88990052,26,SALE15
973,88985629,31,SALE15
974,89010797,35,no_promo
975,89020632,33,no_promo
976,89042413,37,no_promo
977,89038567,36,no_promo
978,89027812,20,no_promo
979,88983207,33,SALE15
980,89059605,24,no_promo
981,89040590,37,no_promo
982,89030649,41,no_promo
983,89044770,28,no_promo
984,89066072,11,no_promo
985,89029973,28,no_promo
986,89006802,26,no_promo
987,89040693,39,no_promo
988,89005164,38,no_promo
989,89002296,16,no_promo
990,88988524,36,no_promo
991,89054404,22,SALE15
992,89026728,28,no_promo
993,89026549,43,SALE15
994,89059515,30,no_promo
995,89064603,41,no_promo
996,89048542,31,no_promo
997,89028278,37,no_promo
998,88998796,35,SALE15
999,89031110,44,no_promo
1000,88993165,35,SALE15
1001,89070686,32,no_promo
1002,89066055,27,no_promo
1003,89045397,27,no_promo
1004,88991056,31,no_promo
1005,89036200,31,no_promo
1006,89034172,39,no_promo
1007,89075176,30,no_promo
1008,88989753,40,no_promo
1009,88986262,30,no_promo
1010,88998127,29,no_promo
1011,89062998,26,no_promo
1012,89004028,26,no_promo
1013,89047977,40,no_promo
1014,88979936,12,SALE15
1015,89052714,41,no_promo
1016,89026901,31,no_promo
1017,89069004,26,no_promo
1018,89007935,21,no_promo
1019,89056720,34,no_promo
1020,88981858,30,no_promo
1021,88979913,16,no_promo
1022,89066149,28,SALE15
1023,89031898,18,no_promo
1024,89002391,48,no_promo
1025,88987876,26,no_promo
1026,89003673,26,SALE15
1027,89033917,25,no_promo
1028,89073330,38,no_promo
1029,89050666,38,no_promo
1030,89069871,39,no_promo
1031,89077095,30,no_promo
1032,88993310,33,no_promo
1033,88986584,34,no_promo
1034,89066397,25,no_promo
1035,89053204,34,no_promo
1036,88982090,23,no_promo
1037,89012677,42,SALE15
1038,89031353,27,no_promo
1039,89008633,23,no_promo
1040,89003929,31,no_promo
1041,89044593,29,no_promo
1042,88985493,30,no_promo
1043,89070715,37,no_promo
1044,89029698,43,SALE15
1045,88990618,37,no_promo
1046,89057680,31,no_promo
1047,88984206,35,no_promo
1048,89072423,36,no_promo
1049,89070681,26,no_promo
1050,89071768,28,no_promo
1051,89024343,25,no_promo
1052,89014994,37,no_promo
1053,89049318,32,no_promo
1054,89010550,36,no_promo
1055,88998450,16,no_promo
1056,89056463,35,no_promo
1057,89064865,24,no_promo
1058,89067942,18,no_promo
1059,89057792,32,no_promo
1060,89036636,38,no_promo
1061,89004906,29,no_promo
1062,89019968,20,no_promo
1063,89003463,30,no_promo
1064,89002860,33,no_promo
1065,88979861,34,no_promo
1066,89012811,22,no_promo
1067,89033419,37,SALE15
1068,88986615,48,no_promo
1069,89012352,30,SALE15
